,date,station_uuid,diesel,e5,e10,dieselchange,e5change,e10change
220858,2019-10-10 19:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.389,1.369,1,1,1
230981,2019-10-10 19:31:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.379,1.359,1,1,1
236869,2019-10-10 20:02:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
246853,2019-10-10 22:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.409,1.389,1,1,1
745,2019-10-11 05:00:05+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.369,1.529,1.509,1,1,1
31734,2019-10-11 07:55:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.339,1.469,1.449,1,1,1
32943,2019-10-11 07:58:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.319,1.469,1.449,1,0,0
42667,2019-10-11 08:32:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.319,1.459,1.439,0,1,1
47456,2019-10-11 08:51:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.309,1.439,1.419,1,1,1
49767,2019-10-11 09:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.299,1.439,1.419,1,0,0
54511,2019-10-11 09:20:09+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.419,1.399,1,1,1
54917,2019-10-11 09:21:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.409,1.389,1,1,1
66993,2019-10-11 10:01:05+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.329,1.469,1.449,1,1,1
88884,2019-10-11 11:10:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.299,1.429,1.409,1,1,1
94963,2019-10-11 11:27:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.409,1.389,1,1,1
103671,2019-10-11 11:59:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.399,1.379,1,1,1
108958,2019-10-11 12:25:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.249,1.379,1.359,1,1,1
117533,2019-10-11 13:00:05+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.309,1.439,1.419,1,1,1
137970,2019-10-11 14:05:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.289,1.419,1.399,1,1,1
144528,2019-10-11 14:22:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.399,1.379,1,1,1
159447,2019-10-11 15:20:05+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
167226,2019-10-11 16:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
208520,2019-10-11 18:24:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
216759,2019-10-11 19:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
229198,2019-10-11 19:54:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
238431,2019-10-11 22:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.409,1.389,1,1,1
5846,2019-10-12 05:22:06+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.389,1.549,1.529,1,1,1
31476,2019-10-12 08:08:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.339,1.469,1.449,1,1,1
33100,2019-10-12 08:11:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.299,1.429,1.409,1,1,1
51888,2019-10-12 09:25:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.239,1.369,1.349,1,1,1
79285,2019-10-12 11:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.299,1.429,1.409,1,1,1
86770,2019-10-12 11:17:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.419,1.399,1,1,1
102190,2019-10-12 12:21:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
109199,2019-10-12 13:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.299,1.439,1.419,1,1,1
131332,2019-10-12 14:08:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.419,1.399,1,1,1
149002,2019-10-12 15:25:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
156821,2019-10-12 16:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
193501,2019-10-12 18:23:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
200032,2019-10-12 19:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
209737,2019-10-12 19:52:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
220541,2019-10-12 22:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.409,1.389,1,1,1
5606,2019-10-13 05:18:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.389,1.549,1.529,1,1,1
26324,2019-10-13 07:56:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.339,1.469,1.449,1,1,1
31732,2019-10-13 08:16:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.329,1.469,1.449,1,0,0
48581,2019-10-13 09:25:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.299,1.439,1.419,1,1,1
50045,2019-10-13 09:29:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.429,1.409,1,1,1
52763,2019-10-13 09:41:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.429,1.409,1,0,0
58766,2019-10-13 10:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.329,1.489,1.469,1,1,1
66601,2019-10-13 10:21:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.329,1.429,1.409,0,1,1
78999,2019-10-13 11:06:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.419,1.399,1,1,1
97208,2019-10-13 12:22:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.359,1.339,1,1,1
105976,2019-10-13 13:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.299,1.439,1.419,1,1,1
126091,2019-10-13 14:08:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.419,1.399,1,1,1
145827,2019-10-13 15:23:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
154118,2019-10-13 16:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
190458,2019-10-13 18:22:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
198272,2019-10-13 19:01:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
209853,2019-10-13 19:52:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
221092,2019-10-13 22:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.409,1.389,1,1,1
3942,2019-10-14 05:01:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.389,1.549,1.529,1,1,1
31862,2019-10-14 07:56:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.339,1.469,1.449,1,1,1
33291,2019-10-14 08:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.319,1.459,1.439,1,1,1
46597,2019-10-14 08:50:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.319,1.439,1.419,0,1,1
55071,2019-10-14 09:25:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.299,1.419,1.399,1,1,1
64510,2019-10-14 10:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.359,1.479,1.459,1,1,1
72681,2019-10-14 10:21:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.319,1.459,1.439,1,1,1
87138,2019-10-14 11:09:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.309,1.449,1.429,1,1,1
97837,2019-10-14 11:39:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.419,1.399,1,1,1
100279,2019-10-14 11:49:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.409,1.389,1,1,1
106494,2019-10-14 12:19:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.399,1.379,1,1,1
108472,2019-10-14 12:23:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.239,1.379,1.359,1,1,1
117929,2019-10-14 13:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.299,1.439,1.419,1,1,1
119577,2019-10-14 13:02:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.289,1.429,1.409,1,1,1
139792,2019-10-14 14:09:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.409,1.389,1,1,1
141243,2019-10-14 14:12:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.399,1.379,0,1,1
160220,2019-10-14 15:21:13+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.239,1.369,1.349,1,1,1
168914,2019-10-14 16:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.409,1.389,1,1,1
191633,2019-10-14 17:07:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.409,1.389,1,0,0
192372,2019-10-14 17:08:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.399,1.379,0,1,1
194477,2019-10-14 17:14:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.399,1.379,1,0,0
211357,2019-10-14 18:21:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.239,1.359,1.339,1,1,1
218996,2019-10-14 19:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.399,1.379,1,1,1
233021,2019-10-14 19:51:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.239,1.359,1.339,1,1,1
234221,2019-10-14 19:54:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.229,1.359,1.339,1,0,0
246352,2019-10-14 22:00:05+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.289,1.419,1.399,1,1,1
1014,2019-10-15 05:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.379,1.539,1.519,1,1,1
31126,2019-10-15 07:54:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.349,1.479,1.459,1,1,1
32640,2019-10-15 07:58:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.319,1.449,1.429,1,1,1
50938,2019-10-15 09:07:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.299,1.449,1.429,1,0,0
54479,2019-10-15 09:21:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.299,1.429,1.409,0,1,1
55201,2019-10-15 09:22:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.429,1.409,1,0,0
66917,2019-10-15 10:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.339,1.489,1.469,1,1,1
73296,2019-10-15 10:19:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.339,1.479,1.459,0,1,1
87679,2019-10-15 11:05:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.309,1.439,1.419,1,1,1
95458,2019-10-15 11:24:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.289,1.439,1.419,1,0,0
100549,2019-10-15 11:40:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.419,1.399,1,1,1
109473,2019-10-15 12:19:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.409,1.389,1,1,1
118463,2019-10-15 13:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.329,1.469,1.449,1,1,1
121637,2019-10-15 13:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.299,1.429,1.409,1,1,1
128171,2019-10-15 13:22:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.289,1.429,1.409,1,0,0
142417,2019-10-15 14:09:05+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.409,1.389,1,1,1
145940,2019-10-15 14:18:12+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
161075,2019-10-15 15:20:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.229,1.369,1.349,1,1,1
169518,2019-10-15 16:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.409,1.389,1,1,1
192097,2019-10-15 17:09:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.249,1.389,1.369,1,1,1
210915,2019-10-15 18:22:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.369,1.349,1,1,1
217534,2019-10-15 19:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.409,1.389,1,1,1
230915,2019-10-15 19:51:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.369,1.349,1,1,1
243094,2019-10-15 22:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.429,1.409,1,1,1
3071,2019-10-16 05:03:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.379,1.539,1.519,1,1,1
31303,2019-10-16 07:55:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.339,1.479,1.459,1,1,1
31868,2019-10-16 07:56:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.329,1.459,1.439,1,1,1
44491,2019-10-16 08:39:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.319,1.449,1.429,1,1,1
48034,2019-10-16 08:52:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.309,1.449,1.429,1,0,0
54942,2019-10-16 09:20:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.409,1.389,1,1,1
64905,2019-10-16 10:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.329,1.469,1.449,1,1,1
86557,2019-10-16 11:03:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.309,1.439,1.419,1,1,1
88651,2019-10-16 11:07:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.399,1.379,1,1,1
110221,2019-10-16 12:19:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.379,1.359,1,1,1
111122,2019-10-16 12:22:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.369,1.349,0,1,1
120032,2019-10-16 13:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.429,1.409,1,1,1
141004,2019-10-16 14:06:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.399,1.379,1,1,1
162030,2019-10-16 15:23:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.359,1.339,1,1,1
171173,2019-10-16 16:00:05+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.399,1.379,1,1,1
192220,2019-10-16 17:06:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.249,1.379,1.359,1,1,1
212264,2019-10-16 18:22:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.359,1.339,1,1,1
219899,2019-10-16 19:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.399,1.379,1,1,1
234007,2019-10-16 19:52:05+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.359,1.339,1,1,1
235461,2019-10-16 19:57:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,0,1,1
246335,2019-10-16 22:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.409,1.389,1,1,1
3141,2019-10-17 05:02:05+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.379,1.539,1.519,1,1,1
25765,2019-10-17 07:41:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.319,1.449,1.429,1,1,1
33255,2019-10-17 08:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.299,1.429,1.409,1,1,1
54125,2019-10-17 09:20:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.399,1.379,1,1,1
67062,2019-10-17 10:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.329,1.459,1.439,1,1,1
75217,2019-10-17 10:25:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.319,1.449,1.429,1,1,1
86631,2019-10-17 11:05:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.309,1.439,1.419,1,1,1
88846,2019-10-17 11:09:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.289,1.429,1.409,1,1,1
93907,2019-10-17 11:22:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
109612,2019-10-17 12:19:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.369,1.349,1,1,1
122050,2019-10-17 13:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.429,1.409,1,1,1
141209,2019-10-17 14:08:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.409,1.389,1,1,1
143484,2019-10-17 14:11:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,0,1,1
161682,2019-10-17 15:21:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.369,1.349,1,1,1
164711,2019-10-17 15:29:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,0,1,1
173953,2019-10-17 16:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
203974,2019-10-17 17:41:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.249,1.369,1.349,1,1,1
212671,2019-10-17 18:20:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.349,1.329,1,1,1
219386,2019-10-17 19:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
239581,2019-10-17 22:00:08+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.319,1.449,1.429,1,1,1
892,2019-10-18 05:00:10+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.379,1.539,1.519,1,1,1
29321,2019-10-18 07:52:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.339,1.469,1.449,1,1,1
32289,2019-10-18 07:58:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.399,1.379,1,1,1
53592,2019-10-18 09:19:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.229,1.359,1.339,1,1,1
63026,2019-10-18 10:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.289,1.419,1.399,1,1,1
86260,2019-10-18 11:04:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.389,1.369,1,1,1
109948,2019-10-18 12:21:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.359,1.339,1,1,1
118544,2019-10-18 13:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.419,1.399,1,1,1
141517,2019-10-18 14:08:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.379,1.359,1,1,1
161283,2019-10-18 15:19:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.209,1.359,1.339,1,1,1
172076,2019-10-18 16:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.249,1.399,1.379,1,1,1
193081,2019-10-18 17:06:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.249,1.379,1.359,0,1,1
212227,2019-10-18 18:19:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.209,1.359,1.339,1,1,1
220254,2019-10-18 19:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.249,1.399,1.379,1,1,1
234239,2019-10-18 19:52:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.209,1.359,1.339,1,1,1
246120,2019-10-18 22:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.419,1.399,1,1,1
3837,2019-10-19 05:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.379,1.539,1.519,1,1,1
28295,2019-10-19 07:53:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.329,1.479,1.459,1,1,1
46306,2019-10-19 08:55:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.329,1.449,1.429,0,1,1
52541,2019-10-19 09:22:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.309,1.429,1.409,1,1,1
54218,2019-10-19 09:26:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.399,1.379,1,1,1
63823,2019-10-19 10:01:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.339,1.459,1.439,1,1,1
72478,2019-10-19 10:22:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.329,1.449,1.429,1,1,1
86545,2019-10-19 11:06:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.399,1.379,1,1,1
93510,2019-10-19 11:25:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.389,1.369,1,1,1
107933,2019-10-19 12:19:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.219,1.359,1.339,1,1,1
109755,2019-10-19 12:26:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.209,1.349,1.329,1,1,1
119250,2019-10-19 13:01:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.409,1.389,1,1,1
140033,2019-10-19 14:09:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.259,1.389,1.369,1,1,1
158964,2019-10-19 15:17:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.209,1.349,1.329,1,1,1
169310,2019-10-19 16:01:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.249,1.389,1.369,1,1,1
175071,2019-10-19 16:16:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.239,1.379,1.359,1,1,1
208654,2019-10-19 18:19:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.209,1.349,1.329,1,1,1
209927,2019-10-19 18:25:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.199,1.339,1.319,1,1,1
217068,2019-10-19 19:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.239,1.379,1.359,1,1,1
223741,2019-10-19 19:24:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.229,1.369,1.349,1,1,1
229052,2019-10-19 19:52:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.189,1.329,1.309,1,1,1
238888,2019-10-19 22:00:09+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.249,1.389,1.369,1,1,1
3747,2019-10-20 05:13:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.379,1.539,1.519,1,1,1
25359,2019-10-20 07:52:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.319,1.449,1.429,1,1,1
32700,2019-10-20 08:19:03+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.279,1.399,1.379,1,1,1
47400,2019-10-20 09:21:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.209,1.349,1.329,1,1,1
56281,2019-10-20 10:00:04+02,77c4cc3c-ae11-43c4-85cc-5c147409b46f,1.269,1.409,1.389,1,1,1
